city_name,country,co_aqi_value,ozone_aqi_value,no2_aqi_value,pm2.5_aqi_value,aqi_value,dominant_pollutant,aqi_category
Istanbul,Turkey,50.1,34.6,31.2,67,94.1,PM2.5,Moderate
Bishkek,Kyrgyzstan,379.3,495.2,467.1,454.7,319.4,Ozone,Hazardous
Rawalpindi,Pakistan,290.4,484.2,277.9,486.3,459.7,PM2.5,Hazardous
Karachi,Pakistan,15.1,16.4,26.6,4.3,49,NO2,Good
Manila,Philippines,9.9,29.3,15.7,0.5,32,Ozone,Good
Dhaka,Bangladesh,21.2,24.7,10,29.5,4.3,PM2.5,Good
Mumbai,India,73.7,38.9,42.9,57.1,74.9,CO,Moderate
Hanoi,Vietnam,36.8,66.7,45.3,38.2,78.9,Ozone,Moderate
Cape Town,South Africa,431.5,418,333.2,427.7,348,CO,Hazardous
Reykjavik,Iceland,254.1,286,178.6,205.1,245.1,Ozone,Very Unhealthy
Cape Town,South Africa,29.6,23,6.7,9.6,48.1,CO,Good
Kuwait City,Kuwait,243.8,187.4,189.9,289.6,217.5,PM2.5,Very Unhealthy
Brisbane,Australia,56,46.5,27.8,68.7,65.3,PM2.5,Moderate
Tokyo,Japan,131.4,126.9,153.8,130.9,152,NO2,Unhealthy
Athens,Greece,243.4,249.3,236.1,241.9,276,Ozone,Very Unhealthy
Rome,Italy,189.4,235.9,274.7,205.2,270.5,NO2,Very Unhealthy
Bucharest,Romania,29.1,37.3,74,60.4,85.5,NO2,Moderate
Tianjin,China,108.5,98.1,80.7,124,108.1,PM2.5,Unhealthy for Sensitive Groups
Ho Chi Minh City,Vietnam,48,63.9,56.5,83.9,79.9,PM2.5,Moderate
Yangon,Myanmar,152.8,183.7,141.1,169.7,172,Ozone,Unhealthy
Riyadh,Saudi Arabia,213.4,199.2,167,228.2,264.7,PM2.5,Very Unhealthy
Linfen,China,216.6,246.6,280,220.9,257.2,NO2,Very Unhealthy
Brisbane,Australia,104,111.9,110.9,101.6,120.7,Ozone,Unhealthy for Sensitive Groups
Auckland,New Zealand,118.4,121.9,162.7,159.4,181,NO2,Unhealthy
Rome,Italy,134.9,142,101.2,190.6,198.5,PM2.5,Unhealthy
Vienna,Austria,224.1,261.8,245.4,215.6,264.5,Ozone,Very Unhealthy
Tianjin,China,173,264.3,265.9,231.1,298.7,NO2,Very Unhealthy
Hong Kong,China,241.8,282.3,242.6,232.3,240.7,Ozone,Very Unhealthy
Mumbai,India,29.3,20.2,18.2,9.4,46.1,CO,Good
Wuhan,China,22.1,32,21,9.3,34.2,Ozone,Good
Karachi,Pakistan,61.7,117.1,95.2,85.3,135.8,Ozone,Unhealthy for Sensitive Groups
Guangzhou,China,116.1,179.8,162.6,194.2,161.5,PM2.5,Unhealthy
Bucharest,Romania,78.4,85.5,39.7,42,98.3,Ozone,Moderate
Osaka,Japan,66.2,61.2,69.1,82.3,79.6,PM2.5,Moderate
Agra,India,145.4,135.5,167,158.9,164.4,NO2,Unhealthy
Vancouver,Canada,21.2,3.8,26.9,22,27.3,NO2,Good
Tianjin,China,124,166.7,104.5,130.6,167.7,Ozone,Unhealthy
Buenos Aires,Argentina,312,492.7,361,450,485.9,Ozone,Hazardous
Wuhan,China,243.5,188.2,245.4,200.9,227.6,NO2,Very Unhealthy
Buenos Aires,Argentina,61.2,32.9,65.2,43.5,89.3,NO2,Moderate
Brussels,Belgium,124.3,189.8,151.7,171,160.5,Ozone,Unhealthy
Hyderabad,India,26.6,27.8,17.3,29.2,30.5,PM2.5,Good
Los Angeles,USA,19.3,25.5,12.8,12.2,11.4,Ozone,Good
Copenhagen,Denmark,208.6,272.4,187.1,239.5,290.7,Ozone,Very Unhealthy
Portland,USA,132.6,134.1,152.5,183.7,154.7,PM2.5,Unhealthy
Bangkok,Thailand,178,187.8,166.8,143,173.1,Ozone,Unhealthy
Beijing,China,195.4,194,186.4,240.6,286.1,PM2.5,Very Unhealthy
London,UK,96.4,98.1,76.5,86.9,149.5,Ozone,Unhealthy for Sensitive Groups
Vienna,Austria,77.7,122.6,101.3,120.3,147,Ozone,Unhealthy for Sensitive Groups
Tokyo,Japan,375.1,363.6,329.6,280.6,478,CO,Hazardous
Jakarta,Indonesia,411.3,321.9,465.7,406.2,370.2,NO2,Hazardous
Rome,Italy,120.2,124.8,66.6,128.5,131,PM2.5,Unhealthy for Sensitive Groups
Lahore,Pakistan,12.3,36.3,4,25.7,30.1,Ozone,Good
Wellington,New Zealand,137.6,130,115.4,178.5,194.5,PM2.5,Unhealthy
Raipur,India,37,49.2,68.8,74.3,74.2,PM2.5,Moderate
Buenos Aires,Argentina,320.3,314.7,360.6,381.4,316.8,PM2.5,Hazardous
Honolulu,USA,59.6,60.3,33.7,86.9,77.5,PM2.5,Moderate
Budapest,Hungary,160.1,146.1,104.1,161.1,160,PM2.5,Unhealthy
Budapest,Hungary,209,200.8,234.3,234.4,254,PM2.5,Very Unhealthy
Kathmandu,Nepal,25.3,5.8,14,8.5,24.4,CO,Good
Linfen,China,13.6,0,19.4,25.9,0.7,PM2.5,Good
Kolkata,India,135.7,121.4,130.6,192.6,155.8,PM2.5,Unhealthy
Patna,India,69,113.9,119.3,116.4,142.4,NO2,Unhealthy for Sensitive Groups
Yangon,Myanmar,74.2,83.5,105.5,94.6,133.4,NO2,Unhealthy for Sensitive Groups
Peshawar,Pakistan,32.2,62.6,68.9,36.6,93.4,NO2,Moderate
Helsinki,Finland,5.1,11.1,16,30.4,19.2,PM2.5,Good
Rome,Italy,57.6,51.8,70.1,48.1,55.3,NO2,Moderate
Jakarta,Indonesia,19.1,28.8,16.2,10,45.9,Ozone,Good
Tashkent,Uzbekistan,291.7,394.2,383.9,433,390.8,PM2.5,Hazardous
Lahore,Pakistan,25.5,32.2,74.2,46.2,86.7,NO2,Moderate
Ulaanbaatar,Mongolia,175.8,131,126.5,160.3,164.6,CO,Unhealthy
Casablanca,Morocco,205,199.4,219.4,202.2,264.2,NO2,Very Unhealthy
Amsterdam,Netherlands,261.7,254.5,198.4,299,253.1,PM2.5,Very Unhealthy
Singapore,Singapore,54.4,35.6,72.6,59.8,83.3,NO2,Moderate
Kabul,Afghanistan,67.8,31.7,32.9,81.6,90.3,PM2.5,Moderate
Reykjavik,Iceland,55.5,34.4,34.7,66.7,86.6,PM2.5,Moderate
Shanghai,China,33.7,89,46.7,78.5,83.7,Ozone,Moderate
Melbourne,Australia,107.2,133.5,81.7,108.7,120.6,Ozone,Unhealthy for Sensitive Groups
Wellington,New Zealand,1.8,8.6,25.1,33.3,29.1,PM2.5,Good
Dublin,Ireland,147.9,185.1,154.3,171.4,180.5,Ozone,Unhealthy
Dublin,Ireland,238.3,257.8,251.3,237,229.4,Ozone,Very Unhealthy
Ho Chi Minh City,Vietnam,83.5,133.7,104.1,126.4,106.9,Ozone,Unhealthy for Sensitive Groups
Singapore,Singapore,249.6,279.8,256,225.2,201.4,Ozone,Very Unhealthy
Tokyo,Japan,9.4,36.9,19.6,29.6,38.5,Ozone,Good
Auckland,New Zealand,90.6,94.8,102.1,132.4,112.9,PM2.5,Unhealthy for Sensitive Groups
Warsaw,Poland,77.8,78.3,64.6,98.1,110,PM2.5,Unhealthy for Sensitive Groups
Portland,USA,433.9,286.3,263.1,350.9,488.7,CO,Hazardous
Seattle,USA,107.1,87.9,103,106.7,140.3,CO,Unhealthy for Sensitive Groups
Mumbai,India,28.6,59.9,26.5,80.7,55.8,PM2.5,Moderate
Seattle,USA,444.3,284.9,331,329.3,367.2,CO,Hazardous
Linfen,China,109,135.9,109.3,137.2,137,PM2.5,Unhealthy for Sensitive Groups
Delhi,India,348.8,375.8,455.1,445.3,335.2,NO2,Hazardous
Chicago,USA,26.3,8.6,29.1,27.1,42.8,NO2,Good
Auckland,New Zealand,311.8,306.2,413.6,473.5,494.7,PM2.5,Hazardous
Berlin,Germany,75.9,55.6,49.6,65.8,96.9,CO,Moderate
Bishkek,Kyrgyzstan,332.7,470.3,322.5,375.7,442.8,Ozone,Hazardous
Bangalore,India,68.9,78.5,74.3,30.8,85.5,Ozone,Moderate
Colombo,Sri Lanka,171.5,189,194.5,233.9,290.6,PM2.5,Very Unhealthy
Rio de Janeiro,Brazil,236.3,170.5,213,199.3,225.5,CO,Very Unhealthy
Brussels,Belgium,301,471.5,256.5,308.2,392.1,Ozone,Hazardous
Portland,USA,69.5,121.7,105.7,114.2,110,Ozone,Unhealthy for Sensitive Groups
Tianjin,China,144.2,166.4,113.6,132.9,167.1,Ozone,Unhealthy
Oslo,Norway,171.8,132,141.1,154.3,154.6,CO,Unhealthy
Karachi,Pakistan,144.1,150.3,127.8,174.8,197.8,PM2.5,Unhealthy
Seoul,South Korea,122.9,121.1,172,181.5,157.1,PM2.5,Unhealthy
Calgary,Canada,116.9,158.9,172.7,146,176.6,NO2,Unhealthy
Hong Kong,China,161.4,137.5,119.3,167.6,179,PM2.5,Unhealthy
Ulaanbaatar,Mongolia,104.3,116.1,93.4,117,110.7,PM2.5,Unhealthy for Sensitive Groups
Singapore,Singapore,152.8,182.5,104.9,176.4,152.7,Ozone,Unhealthy
Warsaw,Poland,168.9,189.5,153.1,136.1,177.8,Ozone,Unhealthy
Rawalpindi,Pakistan,67.6,89,47.5,50.8,62.7,Ozone,Moderate
Athens,Greece,404.2,443.2,463.5,294.3,439,NO2,Hazardous
Los Angeles,USA,172.3,189.9,158.7,164.6,162,Ozone,Unhealthy
Bangkok,Thailand,209.7,226.1,178.7,246.7,230,PM2.5,Very Unhealthy
Dhaka,Bangladesh,1.4,19.4,27.3,22.3,41.2,NO2,Good
Zabol,Iran,142.8,126.3,132.3,173.7,182.7,PM2.5,Unhealthy
Mumbai,India,12.5,16.2,15.2,23.6,24.3,PM2.5,Good
Peshawar,Pakistan,19,30.5,2.6,17,35.3,Ozone,Good
Tashkent,Uzbekistan,120.7,169,164.3,165.3,169.6,Ozone,Unhealthy
Baghdad,Iraq,107.7,78.6,119.1,112.6,105.6,NO2,Unhealthy for Sensitive Groups
Beijing,China,25.4,38,51.5,34.9,59,NO2,Moderate
Osaka,Japan,260,257.2,240,207.9,229.3,CO,Very Unhealthy
Chennai,India,206.3,256.9,182.6,255.7,217.7,Ozone,Very Unhealthy
Peshawar,Pakistan,279.8,243.2,241.1,262.4,283,CO,Very Unhealthy
Peshawar,Pakistan,347.4,291.5,462.3,288.1,387.1,NO2,Hazardous
Hong Kong,China,8.5,11.2,16.1,4.9,9.5,NO2,Good
Mexico City,Mexico,336.9,354,270,372.7,308.6,PM2.5,Hazardous
Peshawar,Pakistan,314.3,391.2,417.3,472.6,401.8,PM2.5,Hazardous
Agra,India,177.9,184.1,135.2,194.2,154.3,PM2.5,Unhealthy
Chennai,India,137.7,143.1,140.3,149.9,199.6,PM2.5,Unhealthy
London,UK,21.1,26.4,1.4,26.4,41.7,Ozone,Good
Riyadh,Saudi Arabia,113.1,134.8,140.8,198.6,161.6,PM2.5,Unhealthy
Seattle,USA,228.1,172.8,268.8,211,242.3,NO2,Very Unhealthy
Bishkek,Kyrgyzstan,69,34.1,28.4,40.9,86.9,CO,Moderate
Athens,Greece,262.3,323.9,483.3,325.8,489.3,NO2,Hazardous
Perth,Australia,95.4,77.4,66.5,134.9,148.8,PM2.5,Unhealthy for Sensitive Groups
Zurich,Switzerland,91.8,124.4,116.5,91.4,127,Ozone,Unhealthy for Sensitive Groups
Dublin,Ireland,209,269.2,190.9,279.5,227.9,PM2.5,Very Unhealthy
Helsinki,Finland,388.2,496.3,440.2,373.3,455.7,Ozone,Hazardous
Sydney,Australia,125.3,103.2,108.9,92.4,121,CO,Unhealthy for Sensitive Groups
Madrid,Spain,22.7,38.6,24,28,47.9,Ozone,Good
Linfen,China,24.4,4.4,28.7,18.6,16.5,NO2,Good
Tehran,Iran,44.3,49.9,33.9,62.9,82.4,PM2.5,Moderate
Tokyo,Japan,115.9,81.1,61.6,99.4,110.1,CO,Unhealthy for Sensitive Groups
London,UK,77.9,110.3,102.5,101.6,116.6,Ozone,Unhealthy for Sensitive Groups
Cairo,Egypt,53.6,56.8,61.8,41.8,99.7,NO2,Moderate
Bishkek,Kyrgyzstan,139.2,180.5,106.3,174.6,194.4,Ozone,Unhealthy
Hyderabad,India,10.7,22.1,20.1,0,33.9,Ozone,Good
Agra,India,77.6,81.1,70.4,37.4,94.2,Ozone,Moderate
Amsterdam,Netherlands,125.9,117.5,84.8,130.3,113.9,PM2.5,Unhealthy for Sensitive Groups
Bangalore,India,337.7,337.6,358.3,355.8,379.9,NO2,Hazardous
Bangkok,Thailand,204.8,289.9,200.2,283.8,246.6,Ozone,Very Unhealthy
Brussels,Belgium,29.2,86.7,52.6,89.3,59.6,PM2.5,Moderate
Gwalior,India,145.1,150.9,157,189.3,197.9,PM2.5,Unhealthy
Shanghai,China,107.6,136.3,113.5,117.1,134.3,Ozone,Unhealthy for Sensitive Groups
Brussels,Belgium,260.3,243.3,171.8,296.4,229.2,PM2.5,Very Unhealthy
Kuala Lumpur,Malaysia,110.9,137.6,149.9,194.3,170.5,PM2.5,Unhealthy
Lima,Peru,249.1,240.9,269.4,232.6,235.2,NO2,Very Unhealthy
Beijing,China,373,482,287.6,394.6,471.9,Ozone,Hazardous
Cairo,Egypt,258.3,237,187.2,213.8,243.6,CO,Very Unhealthy
Berlin,Germany,34.1,54.2,56.2,86.8,53.1,PM2.5,Moderate
Sydney,Australia,167,159,116.9,170.3,159.8,PM2.5,Unhealthy
Tokyo,Japan,124,72.3,82.1,131.4,120,PM2.5,Unhealthy for Sensitive Groups
Singapore,Singapore,56.1,44.6,36.6,82.6,79.8,PM2.5,Moderate
Wuhan,China,75,44.2,58.8,81.8,59.5,PM2.5,Moderate
Hanoi,Vietnam,352.7,444.6,433,401.8,302.4,Ozone,Hazardous
Chennai,India,87.1,73.1,96.6,130.8,134.8,PM2.5,Unhealthy for Sensitive Groups
Bangkok,Thailand,65,89.8,66.7,71.5,90.5,Ozone,Moderate
Allahabad,India,307.5,426.5,444.8,291.1,423.4,NO2,Hazardous
Santiago,Chile,23.1,3.4,20.6,17.2,37,CO,Good
Berlin,Germany,104.1,129.1,98,106.3,113.8,Ozone,Unhealthy for Sensitive Groups
Rawalpindi,Pakistan,127.5,187.8,134.8,158.3,156.5,Ozone,Unhealthy
Santiago,Chile,105.8,134.8,62.4,88.7,130.1,Ozone,Unhealthy for Sensitive Groups
Rio de Janeiro,Brazil,14.2,24.2,10.4,21.8,15.7,Ozone,Good
Singapore,Singapore,28.2,2.7,19.9,31.4,42.2,PM2.5,Good
Hanoi,Vietnam,337.8,368.5,253.6,298.7,433.2,Ozone,Hazardous
Taipei,Taiwan,152.3,147.8,140.6,155.1,198.4,PM2.5,Unhealthy
Vienna,Austria,103.4,136.9,62.1,96.9,127.6,Ozone,Unhealthy for Sensitive Groups
Colombo,Sri Lanka,463.3,465.9,348.5,362.2,402.1,Ozone,Hazardous
Amsterdam,Netherlands,21.4,59.3,63.8,44.7,60.6,NO2,Moderate
Shanghai,China,149.5,121.9,169.2,165.6,153.2,NO2,Unhealthy
Mumbai,India,169,167.7,130.8,160.3,177.6,CO,Unhealthy
Kabul,Afghanistan,71.3,126.6,64.4,86.7,119.5,Ozone,Unhealthy for Sensitive Groups
Agra,India,246,187,247.1,198.3,283.4,NO2,Very Unhealthy
Manila,Philippines,294.2,382.2,337.1,480.5,380.8,PM2.5,Hazardous
Lima,Peru,260.3,464,379.6,395,451.8,Ozone,Hazardous
Linfen,China,169.6,125.7,123.2,131.5,185.8,CO,Unhealthy
Shanghai,China,132.6,138.8,117.3,146.7,172.2,PM2.5,Unhealthy
Kuwait City,Kuwait,171.7,157.2,149.5,142.4,178.5,CO,Unhealthy
Rio de Janeiro,Brazil,178.2,152.1,145.7,158.7,154.2,CO,Unhealthy
Colombo,Sri Lanka,91.5,122.5,118.7,101.1,131.1,Ozone,Unhealthy for Sensitive Groups
Brussels,Belgium,77.9,137.2,117.7,113.2,118.8,Ozone,Unhealthy for Sensitive Groups
Seattle,USA,78.2,86.4,49.2,40.3,74.6,Ozone,Moderate
Oslo,Norway,266,220.5,231.9,265.1,236.6,CO,Very Unhealthy
Bogota,Colombia,13.7,12.5,12,21.9,29.2,PM2.5,Good
Raipur,India,116.8,139,81.4,103.4,134.4,Ozone,Unhealthy for Sensitive Groups
Buenos Aires,Argentina,262.5,410.8,351.7,409.3,499.3,Ozone,Hazardous
Rio de Janeiro,Brazil,98.6,104.5,114,107.6,148.7,NO2,Unhealthy for Sensitive Groups
Riyadh,Saudi Arabia,419.2,450.6,342.6,363.7,362.9,Ozone,Hazardous
Melbourne,Australia,114.1,154.3,106.9,175.6,180.5,PM2.5,Unhealthy
Gwalior,India,179.4,259,190.8,283,283.1,PM2.5,Very Unhealthy
Cairo,Egypt,187.2,214.7,245.3,201.9,232.6,NO2,Very Unhealthy
Karachi,Pakistan,183,198.6,210.5,298.7,294.8,PM2.5,Very Unhealthy
Johannesburg,South Africa,54,65.9,67.1,31.7,94.8,NO2,Moderate
Guangzhou,China,115.4,137.8,102.1,83.5,135.9,Ozone,Unhealthy for Sensitive Groups
Patna,India,444.9,416.1,421.8,487.7,432.5,PM2.5,Hazardous
Ho Chi Minh City,Vietnam,284.6,463.4,280.3,489.5,323.5,PM2.5,Hazardous
Seoul,South Korea,386.1,468.7,306.2,401.2,359.9,Ozone,Hazardous
Jakarta,Indonesia,20.9,29.3,17.3,8.7,41,Ozone,Good
Taipei,Taiwan,165.9,143,101.4,139.5,189,CO,Unhealthy
Helsinki,Finland,21,29.7,16.3,23.1,32.9,Ozone,Good
Tianjin,China,99.4,134.7,92.6,133,141.9,Ozone,Unhealthy for Sensitive Groups
Faridabad,India,207.8,264.8,258.5,256.6,203,Ozone,Very Unhealthy
Zabol,Iran,116.6,112.7,86,87.8,116,CO,Unhealthy for Sensitive Groups
Los Angeles,USA,85.8,124.2,60.4,136.3,106.8,PM2.5,Unhealthy for Sensitive Groups
Perth,Australia,259.6,274.3,465,450.6,306.9,NO2,Hazardous
Chicago,USA,156.4,179.1,119.6,158.9,176.4,Ozone,Unhealthy
Oslo,Norway,485.5,330.6,300.1,393.9,449.4,CO,Hazardous
Istanbul,Turkey,232.8,188.2,259.1,252.8,282.9,NO2,Very Unhealthy
Rome,Italy,1.8,8.1,7.5,24.7,49.9,PM2.5,Good
Hyderabad,India,147.9,141,167.1,190.6,151.8,PM2.5,Unhealthy
Toronto,Canada,187.7,258,256.5,242.9,210.2,Ozone,Very Unhealthy
Madrid,Spain,47.7,76.7,58.2,80.3,94.4,PM2.5,Moderate
New York,USA,11.8,5,17.5,2.2,24.5,NO2,Good
Karachi,Pakistan,76.2,96.1,110.5,116.1,145.8,PM2.5,Unhealthy for Sensitive Groups
Vienna,Austria,14.3,28.1,5,29.7,8.9,PM2.5,Good
Cairo,Egypt,16.3,31,14.1,13.6,11.9,Ozone,Good
Colombo,Sri Lanka,112.3,118,110.9,99.8,118.4,Ozone,Unhealthy for Sensitive Groups
Vienna,Austria,69.3,32.3,64.9,66.2,52.3,CO,Moderate
Mexico City,Mexico,55,47.1,43.1,35.9,51.1,CO,Moderate
New York,USA,59.7,84.3,41.5,39.7,96.7,Ozone,Moderate
Wellington,New Zealand,471.9,262.9,494.2,302.5,467.9,NO2,Hazardous
Dubai,UAE,16.2,9.6,11,5.4,43.7,CO,Good
Bucharest,Romania,147.6,158.1,161.4,187.7,182.6,PM2.5,Unhealthy
Kuala Lumpur,Malaysia,282.6,313.2,418.9,332.2,408.3,NO2,Hazardous
Rio de Janeiro,Brazil,136.8,162.8,122,155.1,171.2,Ozone,Unhealthy
Jakarta,Indonesia,55.4,41.1,48.5,46.4,68,CO,Moderate
Amsterdam,Netherlands,76.6,50,26.4,43.4,80,CO,Moderate
Buenos Aires,Argentina,123.2,152.5,106,143.3,166.5,Ozone,Unhealthy
Osaka,Japan,37.5,48.7,52.7,80.6,99.1,PM2.5,Moderate
Vancouver,Canada,93.1,139.4,98,118.8,102.9,Ozone,Unhealthy for Sensitive Groups
Budapest,Hungary,381,377,286.3,280.6,362.7,CO,Hazardous
Faridabad,India,49.4,64.9,25.8,65.8,92.6,PM2.5,Moderate
São Paulo,Brazil,74.8,106.6,74.5,137,118.2,PM2.5,Unhealthy for Sensitive Groups
Shanghai,China,258,436.4,488.1,484.9,473.2,NO2,Hazardous
Dubai,UAE,331.1,416.6,315,397.2,424.3,Ozone,Hazardous
Los Angeles,USA,188.9,194.3,173.7,249,222,PM2.5,Very Unhealthy
Bucharest,Romania,71.3,67.3,64.2,89.5,81.1,PM2.5,Moderate
Allahabad,India,24.8,51.6,63.6,89.8,58.6,PM2.5,Moderate
Bucharest,Romania,66.8,107.7,64.1,124.7,145.7,PM2.5,Unhealthy for Sensitive Groups
Shanghai,China,140.6,158.3,153.1,162,173.8,PM2.5,Unhealthy
Oslo,Norway,168.1,264.5,271.7,245.7,214.4,NO2,Very Unhealthy
Copenhagen,Denmark,84.6,122,97.5,96.7,136.4,Ozone,Unhealthy for Sensitive Groups
Hyderabad,India,128.1,81.3,86.5,106,122.1,CO,Unhealthy for Sensitive Groups
Chicago,USA,0.1,38.9,5.1,28.3,49.2,Ozone,Good
Calgary,Canada,350.4,293,431.5,386.2,378.7,NO2,Hazardous
Amsterdam,Netherlands,183.1,209.5,206.6,249.3,295.5,PM2.5,Very Unhealthy
Dhaka,Bangladesh,201.9,186,215.9,197.3,218.4,NO2,Very Unhealthy
Taipei,Taiwan,98.3,85.5,90.9,106.6,101.6,PM2.5,Unhealthy for Sensitive Groups
Beijing,China,51.7,33.8,54.9,72.6,71.6,PM2.5,Moderate
Osaka,Japan,103.1,87.6,84,91.2,141.6,CO,Unhealthy for Sensitive Groups
Bogota,Colombia,20.6,38.2,60.9,50.7,63.5,NO2,Moderate
Kolkata,India,160,257.3,220.5,264.5,258.7,PM2.5,Very Unhealthy
Agra,India,86.2,103.5,75.7,134.9,128.2,PM2.5,Unhealthy for Sensitive Groups
Casablanca,Morocco,284.3,431.8,348.5,481,392.2,PM2.5,Hazardous
Berlin,Germany,117,157.8,172.3,185.2,166.5,PM2.5,Unhealthy
Bishkek,Kyrgyzstan,87.4,93.8,104.7,125,128.2,PM2.5,Unhealthy for Sensitive Groups
Bucharest,Romania,136.3,125.8,116.7,145.5,162.4,PM2.5,Unhealthy
Zurich,Switzerland,498.3,427.6,283.8,473.6,351.6,CO,Hazardous
Nairobi,Kenya,175.9,123.7,111,171.7,190.3,CO,Unhealthy
Tehran,Iran,372.2,327,431.3,338.5,353.7,NO2,Hazardous
Beijing,China,131.7,179.1,146.7,131.5,191.1,Ozone,Unhealthy
Zurich,Switzerland,169.1,190,170.5,174.5,195.5,Ozone,Unhealthy
Athens,Greece,66.2,41,52.2,62.9,72.9,CO,Moderate
Zurich,Switzerland,144,129.7,135.7,189.4,172.8,PM2.5,Unhealthy
New York,USA,421.2,379,439.2,407.9,319.4,NO2,Hazardous
Bangalore,India,34.5,38.4,51.6,84.8,75.4,PM2.5,Moderate
Santiago,Chile,132.8,161,172.1,198,169.1,PM2.5,Unhealthy
Zurich,Switzerland,146.2,176.8,160.3,187.5,156.3,PM2.5,Unhealthy
Peshawar,Pakistan,385.9,410.8,392.8,395.1,402.9,Ozone,Hazardous
Stockholm,Sweden,75.8,59.1,71.3,55.8,95.9,CO,Moderate
Tianjin,China,92.9,89.9,73.3,82.2,120.9,CO,Unhealthy for Sensitive Groups
Kuwait City,Kuwait,62.7,131.8,97.7,92,123.6,Ozone,Unhealthy for Sensitive Groups
Bishkek,Kyrgyzstan,316.1,373.8,275.3,408.6,350.8,PM2.5,Hazardous
Santiago,Chile,42.6,53.6,74.4,71,56.2,NO2,Moderate
Buenos Aires,Argentina,221.2,189.1,230.8,253.7,271.6,PM2.5,Very Unhealthy
Lima,Peru,194.8,247.4,222.7,245.6,226.5,Ozone,Very Unhealthy
Bogota,Colombia,20.9,34.4,64.8,65.8,56.5,PM2.5,Moderate
Hanoi,Vietnam,28.5,19.4,10.2,32.6,21.8,PM2.5,Good
Tashkent,Uzbekistan,64.8,32.8,31.2,66.2,99.1,PM2.5,Moderate
Copenhagen,Denmark,119.1,145.2,140.6,136.4,192.8,Ozone,Unhealthy
Tashkent,Uzbekistan,17.9,16.9,8.7,34.8,7.9,PM2.5,Good
Helsinki,Finland,123.8,133.4,118,88.8,136.5,Ozone,Unhealthy for Sensitive Groups
Osaka,Japan,199.8,241.6,254.9,229.3,287,NO2,Very Unhealthy
Kathmandu,Nepal,28,4.3,26.6,6.7,4.4,CO,Good
Los Angeles,USA,420.1,439.4,284.4,309.1,329.7,Ozone,Hazardous
Oslo,Norway,24.8,24.1,9.4,15.7,3.7,CO,Good
Lima,Peru,393,439.9,445.7,285.1,409.4,NO2,Hazardous
Chicago,USA,221.6,241.8,161,239,242.1,Ozone,Very Unhealthy
Cairo,Egypt,323.4,389.8,338.6,365,447.4,Ozone,Hazardous
Delhi,India,77.7,69.3,48.7,43.6,60.4,CO,Moderate
Istanbul,Turkey,122.9,183.1,127.2,141.3,193.4,Ozone,Unhealthy
Mexico City,Mexico,231.9,209.7,250,289.1,207.4,PM2.5,Very Unhealthy
Tianjin,China,258.2,182.9,222.6,269.2,209.7,PM2.5,Very Unhealthy
Casablanca,Morocco,54.2,89.1,53.9,38.3,83.1,Ozone,Moderate
Reykjavik,Iceland,303.4,413.4,487.7,433,384.6,NO2,Hazardous
New York,USA,168.3,246.8,180.8,245.5,246.7,Ozone,Very Unhealthy
Chennai,India,441.9,293.2,368.6,308.2,393.5,CO,Hazardous
Seattle,USA,7.4,18.3,20.7,28.3,36.6,PM2.5,Good
Johannesburg,South Africa,166.9,160.1,153,161,167.9,CO,Unhealthy
Vienna,Austria,20.3,90,57.7,66.7,96.4,Ozone,Moderate
Brussels,Belgium,111.5,138.3,119.2,108.8,143.6,Ozone,Unhealthy for Sensitive Groups
Beijing,China,66.5,118.6,105.9,93.1,117.7,Ozone,Unhealthy for Sensitive Groups
Oslo,Norway,109.4,120.2,79.4,139.5,143.8,PM2.5,Unhealthy for Sensitive Groups
Kabul,Afghanistan,17.8,4.2,10.3,12.1,41.9,CO,Good
Osaka,Japan,114.9,119.8,67.6,118.4,116.7,Ozone,Unhealthy for Sensitive Groups
Bangkok,Thailand,412.5,388.8,315.6,369.3,472.5,CO,Hazardous
Istanbul,Turkey,157.9,126.8,148.6,184.7,197,PM2.5,Unhealthy
Prague,Czech Republic,23.7,33.7,73.7,37.7,86.8,NO2,Moderate
Chennai,India,21.7,63.7,50.7,49.2,56.1,Ozone,Moderate
Guangzhou,China,60.5,59.8,61.4,31.4,82,NO2,Moderate
Ho Chi Minh City,Vietnam,237.2,239.4,195.2,247.9,238.1,PM2.5,Very Unhealthy
Honolulu,USA,133.7,186,133,191,151.5,PM2.5,Unhealthy
Berlin,Germany,2.7,10.7,0.6,9.5,25.1,Ozone,Good
Yangon,Myanmar,112.4,72,86.7,132.1,108.4,PM2.5,Unhealthy for Sensitive Groups
Bucharest,Romania,158.1,121.1,121,171.3,174.1,PM2.5,Unhealthy
Chengdu,China,75.8,40,33.9,77.4,51.1,PM2.5,Moderate
Los Angeles,USA,69.8,135.6,63.1,102.6,129.1,Ozone,Unhealthy for Sensitive Groups
Vienna,Austria,38,39.8,69,40.7,86.2,NO2,Moderate
Brussels,Belgium,72.7,89.1,26.6,62,96.5,Ozone,Moderate
Bogota,Colombia,206.3,197.6,232.7,241.1,252.2,PM2.5,Very Unhealthy
Bishkek,Kyrgyzstan,69.8,114.3,69.2,125.9,102.2,PM2.5,Unhealthy for Sensitive Groups
Dubai,UAE,148.7,134.6,123.1,147.1,192.3,CO,Unhealthy
Paris,France,75.3,124.8,89,106.9,136.4,Ozone,Unhealthy for Sensitive Groups
